category,business name,description,detail,url
construction,ALBERT GABELEIN CONSTRUCTION LLC,home builder,general contractor construction,https://www.facebook.com/p/Albert-Gabelein-Construction-LLC-100054659430914/?paipv=0&eav=AfbrN5VS5ndey4yUm6ZjoXWEBQ61XBO5GhVGoFlffy3RtwUUuQzI4_sZavzhmOBINsA&_rdr
construction,"FREEMAN WHEELER, LLC",home builder,general contractor construction,http://www.freemanwheelerllc.com
construction,JADE CRAFTSMAN BUILDERS LLC,home builder,general contractor construction,https://www.jadecraftsmanbuilders.com
construction,"LEROY M. BOREN CONSTRUCTION, INC.",home builder,general contractor construction,https://borenconstruction.com
construction,MASON STREVEL CONSTRUCTION LLC,home builder,general contractor construction,http://www.strevelconstruction.com
construction,"MCCLURE CUSTOM HOMES, LLC",home builder,general contractor construction,http://mcclurecustomhomes.com
construction,MICK OLSEN CORPORATION,home builder,general contractor construction,http://mickolsencorp.com/index.htm
construction,MILLER CUSTOM CONSTRUCTION LLC,home builder,general contractor construction,http://www.millercustomconstruction.com
construction,"NEXT GENERATION DESIGN & BUILD, LLC",home builder,general contractor construction,https://www.nextgenerationdandb.com/index.html
construction,"PRICE/JOHNSON CONSTRUCTION, INCORPORATED",home builder,general contractor construction,https://pricejohnson.wordpress.com
construction,"SHEARWATER CONSTRUCTION, INC",home builder,general contractor construction,https://www.shrwtr.com
construction,TANNER MCINERNEY CONSTRUCTION LLC,home builder,general contractor construction,http://www.weathersideconstruction.com
construction,THELEN CONSTRUCTION INC.,home builder,general contractor construction,https://www.thelen.construction
construction,DBBRAD LLC,"home builder, design services, remodels",general contractor construction,http://dbbrad.com/dbbrad/Home.html
construction,SCHISEL CONSTRUCTION LLC,"home builder, remodels, additions",general contractor construction,https://www.schisel.com
construction,"SPECTRUM CONSTRUCTION, INC.","home builder, remodels, additions",general contractor construction,http://spectrumwhidbey.com
construction,STELLER HOMES INC.,"home builder, remodels, tiny homes",general contractor construction,https://www.stellerhomes.com
construction,"CHRYSALIS CUSTOM BUILDERS, INC.","home building, remodels",general contractor construction,https://www.schisel.com
construction,CULVER LLC,home construction,general contractor construction,https://www.culverbuilt.com
construction,EDGY LLC,home construction,general contractor construction,https://www.soulescompany.com
construction,"EPSTEIN CUSTOM HOMES, LLC",home construction,general contractor construction,https://www.epsteincustomhomes.com
construction,"QUICKSILVER CONSTRUCTION, LLC","home construction, remodel, decks and more",general contractor construction,https://teamqsc.com/index.html
construction,CONTOUR DESIGN BUILD LLC,"home construction, remodels",general contractor construction,https://www.contourdesignbuild.com
construction,COUNTRY PLANS LLC,house plans,general contractor construction,https://www.countryplans.com
construction,ENERGYWISE DUCTLESS HEAT PUMPS LLC,"HVAC, ductless heat pumps",general contractor construction,https://www.energywisedhp.com
construction,"TMI LAND SURVEYING, INC.",land surveyor,general contractor construction,https://tmilandsurveying.com
construction,HAVEN ILLUSTRATED LLC,landscape design,general contractor construction,https://havenillustrated.com
construction,EAGLE LANDSCAPE COMPANY LLC,landscaping,general contractor construction,https://www.eaglebuildingcompany.com
construction,"CUSTOM LOGGING & SITE DEVELOPMENT, LLC",logging and excavation,general contractor construction,http://www.customloggingllc.com
construction,"RL SIMMONS CONSTRUCTION, INC.","Logging, Land Clearing & Excavation",general contractor construction,https://www.rlconstructionwhidbey.com
construction,"WHIDBEY MILLHOUSE, LLC",lumber,general contractor construction,https://www.whidbeymillhouse.com
construction,EAGLE OUTDOOR LIVING LLC,luxury outdoor kitchens and fire features,general contractor construction,https://eagleoutdoorliving.com
construction,NORTH CROSS ALUMINUM LLC,metal fabrication,general contractor construction,https://www.facebook.com/profile.php?id=100042569666012
construction,REDBARN MILLWORKS LLC,"New construction, remodels, fine cabinetry, specializing in the use of Salvage and Eco Friendly Materials",general contractor construction,https://www.redbarnmillworks.com
construction,DOW'S PAINTING INC,painting,general contractor construction,http://www.dowspainting.com
construction,WHIDBEY ISLAND PAINTING INC,painting,general contractor construction,https://whidbeyislandpaintinginc.com
construction,GARRICK PLUMBING L.L.C.,plumbing,general contractor construction,https://www.garrickplumbing.com
construction,MUTINY BAY PLUMBING LLC,plumbing,general contractor construction,https://mutinybayplumbing.net/index.html
construction,"STEVE'S SOUTHSIDE PLUMBING, L.L.C.",plumbing services,general contractor construction,https://southsideplumbingclinton.business.site/website/southsideplumbingclinton/
construction,"YOUNG ASSOCIATES PROJECT SERVICES, LTD.",project management,general contractor construction,http://www.yaprojects.com/home.html
construction,"ALL SET CONSTRUCTION, INC.",remodels,general contractor construction,https://www.facebook.com/scot.treggett.716/
construction,BIG ROCK CONSTRUCTION & REMODEL LLC,remodels,general contractor construction,https://big-rock-construction-remodel-llc.business.site
construction,CUSTOM REMODEL LLC,remodels,general contractor construction,https://www.customremodeldb.com
construction,D. BECKMAN CONSTRUCTION LLC,remodels,general contractor construction,https://dbeckmanconst.com
construction,ELEMENTAL BUILDING SERVICES LLC,remodels,general contractor construction,https://www.elementaldesignbuild.com
construction,GARY WHITCOMB LLC.,remodels,general contractor construction,https://www.customremodeldb.com
construction,"GERLACH CONSTRUCTION, INC.",remodels,general contractor construction,http://gerlachconst-inc.com
construction,OTTER BUILT LLC,remodels,general contractor construction,https://www.otterbuilt.com
construction,PLOOF LLC,remodels,general contractor construction,https://www.facebook.com/PloofLLC/
construction,"STRAKA BUILDING & REMODELING, INC.",remodels,general contractor construction,https://www.strakabuilding.com
construction,"WESTWAY REMODELING, LLC",remodels,general contractor construction,https://www.westwayremodeling.com
construction,WHIDBEY HOME REMODEL AND REPAIR LLC,remodels,general contractor construction,https://www.whidbeyhomeremodel.com
construction,WHIDBEY SOUTH WOODWORKS LLC,remodels,general contractor construction,https://whidbeysouthwoodworks.com
construction,"WOOD BEE CUSTOM CARPENTRY, L.L.C.",remodels,general contractor construction,https://www.facebook.com/profile.php?id=100064322401218
construction,"WHIDBEY TRACTOR AND CHAINSAW SERVICES, L.L.C.",road and excavation,general contractor construction,https://www.whidbeytractor.com
construction,"ISLAND ROOFING & REMODEL, LLC",roofing,general contractor construction,https://roofingwhidbey.com
construction,ISLAND CONSTRUCTION COMPANY,"roofing, decks, painting, kitchen and bath remodels, and gutters",general contractor construction,https://www.facebook.com/p/Island-Construction-Company-100057076014953/
construction,"LIVE EDGE WOODWORKS, LLC",salvaged wood and lumber,general contractor construction,http://liveedgewoodworks.com
construction,"CELTIC RISERS, INC",septic,general contractor construction,https://www.celticrisers.com
construction,GABELEIN BROTHERS SEPTIC PUMPING L.L.C.,septic,general contractor construction,https://www.gabeleinbros.com
construction,"ISLAND WATER & SEPTIC, LLC",septic,general contractor construction,https://www.bobsseptic.net
construction,SOUND SEPTIC SOLUTIONS LLC,septic,general contractor construction,https://www.soundsepticsolutionsllc.com
construction,"SOUTH ISLAND PUMPING, LLC",septic,general contractor construction,https://southislandpumping.com
construction,"CHAD SAXTON ELECTRIC, LLC","smart home, lighting, electrical",general contractor construction,https://www.saxtonelectric.net
construction,"WHIDBEY SUN & WIND, LLC","solar power, wind power",general contractor construction,http://www.whidbeysunwind.com
construction,STORMWATER FILTRATION TECHNOLOGIES COMPANY,stormwater filtration,general contractor construction,https://swfiltertech.com
construction,DUNGENESS CONSTRUCTION CORPORATION,"stormwater, paving, fencing",general contractor construction,http://www.dungenessconstruction.com/home.html
construction,CATO COMPANY LLC,"stump removal, land clearing",general contractor construction,https://www.catotreeservice.com
construction,FEATHERMARK LLC,"sustainable woodworking, small timber frame construction",general contractor construction,https://www.facebook.com/feathermark.woodwork/
construction,EDSON DESIGN LLC,tile and natural stone installation,general contractor construction,https://edsondesignllc.com
construction,AERIAL WHIDBEY LLC,general contractor construction,,https://www.aerialwhidbey.com
construction,AETHER ADVISORS LLC,general contractor construction,,https://www.aetheradvisors.com
construction,AMC FRAMING LLC,general contractor construction,,https://www.amcframingllc.com
construction,AP MECHANICAL BARTEL ACQUISITION LLC,general contractor construction,,https://www.apmechanical.net/about
construction,APOLLO DRAIN SERVICE LLC,general contractor construction,,https://www.apolloplumbing.net
construction,ARBOR DREAMS LLC,general contractor construction,,https://arbordreamstreesurgeon.com
construction,"ARCHIPELAGO CONSULTING, LLC",general contractor construction,,http://glenrpearson.com
education,CENTER FOR ONLINE SAFETY LLC,advocating for the online health and safety of children and teens,,https://www.centerforonlinesafety.com
education,"BOY SCOUT TROOP 57, SOUTH WHIDBEY ISLAND",boy scouts,,http://www.bsatroop57.com
education,"WHIDBEY ISLAND LANGUAGE, ART & STEM CENTER, LLC","childhood education, afterschool and summer programs",,https://www.wilasc.com
education,WHIDBEY WATERSHED STEWARDS,"environmental protection, education, services","promotes nearshore and watershed health by linking water, land, wildlife and people on Whidbey Island through education, research, and restoration",https://whidbeywatersheds.org
education,"KRISKA, LLC","environmental protection, education, services",stream and habitat restoration and riparian construction,https://www.kriska.org
education,WHIDBEY-CAMANO LAND TRUST,"environmental protection, education, services","The mission of the Whidbey Camano Land Trust is to actively involve the community in protecting, restoring, and appreciating the important natural habitats and resource lands that support the diversity of life on our islands and in the waters of Puget Sound.",https://www.wclt.org
education,CRU INSTITUTE,faculty training in education,,https://www.cruinstitute.org
education,ISLAND CHRISTIAN ACADEMY LLC,k-12 Christian education,,https://www.islandchristianacademy.com
education,ATLANTIS STEAM,k-12 STEAM education,,https://www.facebook.com/atlantissteam/
education,CONTEXT INSTITUTE,leadership,,https://www.context.org
education,"MARKET SQUARE EDUCATION, LLC",nationally accredited and a Washington State OSPI approved online provider,,https://marketsquare.education
education,THE WHIDBEY INSTITUTE,nurturing the conditions for transformational learning,,https://whidbeyinstitute.org
education,READINESS TO LEARN,offering assistance to teachers and parents for academic support,,https://readinesstolearn.org
education,WEEKDAYS LLC,"preschool, Montessori-based school",,https://www.whidbeypreschool.com
education,"WELLINGTON DAY SCHOOL, LLC","preschool, Montessori-based school",,https://www.thewellingtonschool.org
education,"HERITAGE LEARNING, INC.",professional development for educators,,https://www.hol.edu
education,THE EDUCATING FOR HUMANITY INSTITUTE,professional development for teachers,,https://www.hol.edu
education,THE ORGANIC FARM SCHOOL,Regenerative Learning Center,,https://organicfarmschool.org
education,SOMA INSTITUTE OF STRUCTURAL INTEGRATION LLC,soma certification,,https://www.soma-institute.org
education,FMRF LLC2,summer camp,,https://fullmoonrisingfarm.com
education,ARTISTIC ENRICHMENT LLC,waldorf homeschooling,,https://artistic-enrichment.com
education,WHIDBEY ISLAND WALDORF SCHOOL,waldorf school,,https://wiws.org
food,ISLAND ANGEL CHOCOLATES INCORPORATED,dining,chocolates,https://sweetmonas.com
food,BE SWEET LLC,dining,coffee - curbside,https://www.yelp.com/biz/be-sweet-coffee-langley
food,WHIDBEY ISLAND BAGEL FACTORY LLC,dinning,bagels,https://www.facebook.com/whidbeyislandbagelcompany/
food,OGRES BREWING LLC,dinning,brewery,https://ogresbrewing.com
food,THIRSTY CRAB BREWERY LLC,dinning,brewery and build-a-brat food truck,https://www.thirstycrabbrewery.com
food,"DOUBLE BLUFF BREWING CO., LLC",dinning,"brewery, live music",https://www.dblfbrewing.com
food,BAILEY'S CORNER,dinning,brews and burgers,https://www.baileyscornerstore.com
food,SOUTH WHIDBEY COMMONS,dinning,cafe,https://www.swcommonscafe.org
food,LILY FARMS CATERING LLC,dinning,catering,https://lilyfarmscatering.com
food,"CHINA CITY PROPERTIES I, LLC",dinning,chinese food,http://www.chinacityrestaurant.com/eat-1
food,SKEIN & TIPPLE,dinning,cocktails and yarn,https://skeinandtipple.com
food,JUPITER COFFEE LLC,dinning,coffee,https://www.instagram.com/jupitercoffeewhidbey/?hl=en
food,SALTY SEA COFFEE LLC,dinning,coffee at Clinton ferry dock,https://www.saltyseacoffee.com
food,"JET JAVA, LLC",dinning,coffee curbside,https://jetjava.com
food,CRABBY COFFEE LLC,dinning,"coffee, curbside pickup",https://crabbycoffee.org
food,BAILEY'S CORNER,dinning,dining and live music,https://www.baileyscornerstore.com
food,"WHIDBEY DOUGHNUTS, L.L.C.",dinning,donuts,https://whidbeydoughnuts.com
food,"THIRD ACT, INC.",dinning,eclectic comfort food,https://www.savoryrestaurantwhidbey.com
food,LESEDI FARM LLC,dinning,"farm to table, prepackaged meals",https://www.lesedifarm.com
food,GERI'S SNACK SHACK LLC,dinning,food truck,https://www.facebook.com/GerisSnackShack/
food,SPRINKLZ LLC,dinning,ice cream,https://sprinklz-icecream.com
food,SPRINKLZ LLC2,dinning,ice cream,https://sprinklz-icecream.com
food,SALTY SEA COFFEE LLC,dinning,Langley coffee shop,https://www.saltyseacoffee.com
food,"HIEROPHANT MEADERY, LLC.",dinning,"meadery, retail, online, tastings",https://www.hierophantmeadery.com
food,ROCKET TACO LLC,dinning,"Mexican food, fresh and authentic",https://rocket-taco.com
food,"EL CORRAL, INC.",dinning,mexican restaurant,https://www.facebook.com/ElCorralMexRest/
food,"WHIDBEY PIES, ETC. LLC",dinning,pies,https://whidbeypies.com
food,"VILLAGE PIZZERIA II, INC.",dinning,pizza,https://www.villagepizzerialangley.com
food,IKAIKA BISTRO LLC,dinning,polynesian restaurant and catering,https://ikaika-bistro.ueniweb.com
food,SCOTCH WHISKY EVENTS LLC,dinning,scotch and whiskey tastings,https://www.scotchwhiskyevents.com
food,FARE MARKET LLC,dinning,southeast asian cuisine,https://thefaremarket.com
food,"WHIDBEY ISLAND DISTILLERIES, LLC",dinning,spirits,https://www.whidbeydistillery.com
food,GREENBANK FARM WINE SHOP LLC,dinning,wine shop at Greenbank Farm,http://greenbankfarmwineshop.com
food,"VILLAGE WINE SHOP, LLC",dinning,wine tasting,https://villagewineshops.com
food,"HOLMES HARBOR CELLARS, LLC",dinning,winery,https://whidbeycamanoislands.com/activities/holmes-harbor-cellars/
food,BLOOMS 5511 LLC,dinning,winery & bistro,http://bloomswinery.com
food,"BRAEBURN EATS, LLC",dinning,,https://www.braeburnlangley.com
food,BUILD A BRAT LLC,dinning,,https://www.facebook.com/buildabrat/
food,ISLAND NOSH LLC,dinning,,https://www.islandnosh.com/index.html
food,"WHIDBEY ISLAND ALPACAS, LLC2",farm,alpacas,https://www.pronkinpastures.com
food,"SLEEPY BEE FARM, LLC",farm,"available via seasonal farm stand, Whidbey Island Grown, and Bayview Farmers Market",https://www.sleepybeefarm.com
food,GLENDALE SHEPHERD LLC,farm,"award winning cheese, yogurt lamb",https://www.glendaleshepherd.com
food,BALLYDIDEAN FARM SANCTUARY,farm,"Ballydídean rescues, rehabilitates, and rehomes farmed animals who are unwanted, neglected, or abused",https://ballydidean.farm/
food,"MUTINY BAY BLUES, LLC",farm,blueberries,https://mutinybayblues.com
food,SKYROOT FARM LLC,farm,CSA and online farmstand,http://www.skyrootfarm.com
food,"FORGET ME NOT FAMILY FARMS, L.L.C.",farm,"cut flowers, berries, produce",https://www.forgetmenotfarmswhidbey.com
food,FOXTAIL FARM LLC,farm,"cut flowers, berries, produce",https://foxtailfarmorganics.com
food,WHIDBEY ISLAND DAHLIAS LLC,farm,dahlias,https://www.whidbeydahlias.com/home
food,"AFIBERLIFE, LLC",farm,"fibers, wool",https://afiberlife.com
food,FULL CYCLE FARM LLC,farm,"flowers, vegetables",https://www.fullcyclefarm.net
food,"LONG FAMILY FARM, INC.",farm,GRASS-FED BEEF FROM MAXWELTON VALLEY ON WHIDBEY ISLAND,https://joelongfamilyfarm.com
food,12 BIRCHES FARM LLC,farm,"organic vegetables, herbs, a few flowers, and fruit",https://12birchesfarm.com
food,"FAINTING GOAT FARMS, LLC",farm,"organically-fed chicken eggs, fresh cut flowers, veggies, fruit and honey",https://www.faintinggoatfarms.com
food,NETTLE FOREST FARM LLC,farm,seasonal farmstand,https://www.nettleforestfarm.com
food,WINDY INDIGO FARM AND FIBER LLC,farm,"wool, small batch",https://windyindigo.com
food,WHIDBEY ISLAND GROWN COOPERATIVE,farm collective,food co-op,https://www.whidbeyislandgrown.com
food,ISLAND TIME COFFEE COMPANY LLC,food producer,coffee roaster,https://islandtimecoffeeco.com
food,J J ROMER COFFEE ROASTERS LLC,food producer,coffee roaster,https://www.jjromerroasters.com
food,"PRIMAL ISLAND, INC",food producer,"granola, gluten-free, grain-free",https://primalisland.com
food,BRITT'S FERMENTED FOODS LLC,food producer,online and wholesale,https://brittsfermentedfoods.com
food,"WHIDBEY PIES, ETC. LLC",food producer,pies,https://whidbeypies.com
food,SPUNKSTORE LLC,food producer,"pumpkin seeds, spicy",https://spunkstore.com/index.html
food,"CULTUS BAY DISTILLERY, LLC",food producer,tours retail,https://cultusbaydistillery.com
food,WILDLY BELOVED FOODS,food producer,wholesale pasta,https://wildlybelovedfoods.com
food,BLOOMS 5511 LLC2,food producer,winery & bistro,http://bloomswinery.com
food,BLUE DOG CATERING LLC,food services,catering,https://bluedogcatering.com
health & wellness,ISLAND HOLISTIC LLC,"a holistic approach of modalities for integration of body, mind, emotion and spirit ",,https://www.islandsoulholistic.com
health & wellness,"INSPIRE ACUPUNCTURE, PLLC",acupuncture,,https://www.inspire-acupuncture.com
health & wellness,OUR NATURE ACUPUNCTURE LLC,acupuncture,,https://www.ournatureacupuncture.com
health & wellness,HERON LAKE PRESS LLC,"alexithymia, emotion cards",,https://www.mixed-emotions.com
health & wellness,"RESONANT BOTANICALS, LLC",all natural pain relief lotions and creams,,https://resonantbotanicals.com
health & wellness,THE TOVA COMPANY,"assessment of, and evaluation of treatment for, attention deficits, including ADHD",,https://tovatest.com
health & wellness,C'EST MOI SALON LLC,beauty,hair salon,https://visitlangley.com/cest-moi-salon/
health & wellness,"RUMOURS, INC.",beauty,hair salon,http://www.rumoursaveda.net
health & wellness,"SALON BELLA, LLC",beauty,hair salon,https://salonbellawhidbey.com
health & wellness,STUDIO A INC.,beauty,hair salon,https://www.studioasaloninc.com
health & wellness,"SWEET SISTERS BODYCARE, LLC",beauty,skin and hair care,https://sweetsistersbodycare.com/welcome/about/
health & wellness,CROSBY SKIN STUDIO LLC,beauty,"skin services, hair removal",https://crosbyskinstudio.com
health & wellness,BLACK RABBIT STUDIO LLC,beauty,tatoo,https://www.instagram.com/blackrabbittattoolangley/
health & wellness,"BREATH MEDICINE BODY MIND, LLC",breath work,,https://www.breathmedicinebodymind.com
health & wellness,THE BODY PRAXIS LLC,fully customized cutting-edge brain and body fitness program for you,,https://www.thebodypraxis.com
health & wellness,BEAR NOURISHMENT LLC,health,,https://www.nutrome.net
health & wellness,WHIDBEY ISLAND CANNABIS COMPANY CULTURE LLC,health and wellness products,cannabis,http://www.whidbeyislandcannabisco.com
health & wellness,INGRID BUCHAN THERAPY PLLC,healthcare provider,ADHD and neurodivergent treatment,https://www.ingridbuchantherapy.com/#home
health & wellness,ASSIST IN A MIRACLE LLC,healthcare provider,childbirth,http://www.assistinamiracle.com
health & wellness,"CHIROPRACTIC ZONE, INC",healthcare provider,chiropractic,https://www.chirozone.net
health & wellness,"DR. ELI BENTABOU CHIROPRACTIC AND WELLNESS CENTER, LLC",healthcare provider,chiropractor,https://eli-bentabou-chiropractic-wellness-center.business.site
health & wellness,"PEAK PERFORMANCE CHIROPRACTIC CENTER, PS",healthcare provider,chiropractor,https://peakperformancechiropractic.com
health & wellness,"ASHLEY CRAWFORD, PSYD, PLLC",healthcare provider,counseling,http://www.drashleycrawford.com
health & wellness,BICOFF-SMIT COUNSELING PLLC,healthcare provider,counseling,https://www.bicoffsmitcounseling.com
health & wellness,"CARRIE POPE, MSW, LICSW, PLLC",healthcare provider,counseling,http://www.carriepopelicsw.com
health & wellness,CURACION COUNSELING PLLC,healthcare provider,counseling,https://www.curacioncounseling.com
health & wellness,"MOLLY PUTNAM COUNSELING, PLLC",healthcare provider,counseling,https://www.mollyputnam.com
health & wellness,THERAPY WITH ARDEN PLLC,healthcare provider,counseling,https://therapywitharden.com
health & wellness,"SEA LEVEL THERAPY SERVICES, PLLC",healthcare provider,counseling services,https://www.sealeveltherapy.com
health & wellness,"SAGE COUNTERSTRAIN, PLLC        LANGLEY        WA        -BIZAPEDIA -OPENGOVWA -.GOV -WASHINGTONCOMPANYSEARCH -YELP -SICBA -WHIDBEYLOCAL -DNB -OFFICIALUSA -CLUSTRMAPS",healthcare provider,Counterstrain Treatment,https://www.soundviewcenter.com
health & wellness,"KYLE FUKANO, D.D.S., PLLC",healthcare provider,dental,https://www.freelandfamilydentalwa.com/meet-the-team
health & wellness,"BRANDON L. BIEHLER, DMD, PLLC",healthcare provider,dentist,https://www.whidbeyislandsmiles.com
health & wellness,EDWARD PARK DDS PS,healthcare provider,dentist,http://langleydentalcare.com
health & wellness,"ROBERT JANGAARD, P.S.",healthcare provider,functional and naturopathic medicine,https://www.jangaardclinic.com
health & wellness,CLARITY COUNSELING,healthcare provider,"I provide couples, families, and individuals of all ages with compassionate, client-focused therapy.",http://www.claritycounseling.life
health & wellness,"METAMORPHE HEALTH CLINIC, INC. P.C.",healthcare provider,Naturopathic care,https://www.metamorphehealth.com
health & wellness,BAYVIEW VISION CLINIC INC,healthcare provider,optometry,https://www.bayviewvisionclinic.com
health & wellness,"JAMES L. COX, OPTOMETRY LLC",healthcare provider,optometry,https://doctor.webmd.com/doctor/james-cox-9e060a07-5eb5-472e-bafd-8e4f66370ff3-overview
health & wellness,"LONE LAKE PHYSICAL THERAPY, LLC",healthcare provider,physical therapy,https://www.soundviewcenter.com/llpt
health & wellness,MOVEWELL PHYSICAL THERAPY AND WELLNESS LLC,healthcare provider,physical therapy,https://www.movewell-pt.com
health & wellness,SALISH SEA PHYSICAL THERAPY LLC,healthcare provider,physical therapy,http://salishseapt.com
health & wellness,"WHIDBEY DIZZINESS & BALANCE, PLLC",healthcare provider,physical therapy,https://www.whidbeydizzy.com
health & wellness,"WHIDBEY PERFORMANCE PHYSICAL THERAPY, PLLC",healthcare provider,physical therapy,http://www.whidbeyperformancept.com
health & wellness,"SOUTH WHIDBEY PHYSICAL THERAPY AND SPORTS CLINIC, INC.",healthcare provider,physical therapy,https://southwhidbeypt.com
health & wellness,"PAUL SAMUELSON, PMHNP-BC, INC",healthcare provider,psychiatric care,https://www.whidbeyintegrativepsychiatry.com
health & wellness,TEVON DUBOIS PLLC,healthcare provider,psychiatric care,https://www.tevondubois.com/practice-information
health & wellness,"SEASIDE MENTAL HEALTH AND PSYCHIATRIC SERVICES, PLLC",healthcare provider,psychiatric services,https://www.seasidementalhealth.com
health & wellness,"DEBBARA MONROE, PH.D., PSYCHOLOGY, PLLC",healthcare provider,"psychological evaluations, testing, therapy",https://www.pnw-psych.com
health & wellness,"SAFE SEAS PSYCHOTHERAPY, PLLC",healthcare provider,psychotherapy and counseling,https://www.sound-psychotherapy.com
health & wellness,"SARAH MANCHESTER THERAPY, LLC",healthcare provider,"psychotherapy, counseling",https://sarahmanchestertherapy.com
health & wellness,"REBOOT CENTER FOR INNOVATIVE MEDICINE, PLLC",healthcare provider,restorative care,https://rebootcenter.com
health & wellness,SOJOURN FAMILY CARE LLC,healthcare provider,"RN, newborn and postpartum services",https://www.sojournfamilycare.com
health & wellness,"JESS JARRIS, PLLC",healthcare provider,somatic counseling,https://www.jessjarris.com
health & wellness,"WATER'S EDGE FAMILY PRACTICE & WELLNESS CENTER, LLC",healthcare provider,women's health,https://www.watersedgewellnesscenter.com
health & wellness,SILLY DOG STUDIOS LLC,herbalism,,https://www.ritualmischief.com
health & wellness,DOUBLE DIAMOND BODYWORK AND MASSAGE PLLC,massage,massage therapist,http://doublediamondbodywork.com
health & wellness,"KRISTINE LEIGH O'KELLY BSW, LMP LLC",massage,massage therapist,https://dancingtreehealingandmassage.amtamembers.com
health & wellness,SAFALAB INC.,nutritional supplements,,https://safalab.com
health & wellness,ETERNAL WELLNESS LLC,"pilates, zumba, dance",,https://www.eternalwellness.life
health & wellness,RECONNECTIVE THERAPY INCORPORATED,ReConnective Therapy ,,https://www.reconnectivetherapy.com
health & wellness,MOON HOUSE REIKI LLC,Reiki,,https://www.moonhousereiki.com
health & wellness,TRANSFORMATIONAL TOOLS LLC,spiritual guide and teachings,,https://transformationaltools.com
health & wellness,BETTER BALANCE LLC,wellness yoga,,http://www.betterbalance.us
health & wellness,WYMO LLC,yoga retreat,,http://www.wylderwebb.com
health & wellness,KULA YOGA & WELLNESS LLC,yoga studio,,http://kulayogawhidbey.com
health & wellness,MEG GLUCKMAN COACHING LLC,co-parenting and post divorce support,,https://www.meggluckman.com
health & wellness,SOUTH WHIDBEY GOOD CHEER,food bank,,https://goodcheer.org
health & wellness,ADAM BEAR HEALING ARTS LLC,healing arts,,https://www.cosmicmanbear.com
home and garden,IDIGITAL LLC,audio/video installations,,https://www.whidbey-av.com
home and garden,MUTINY BAY BAMBOO CO L.L.C.,bamboo privacy screens,,https://www.facebook.com/p/Mutiny-Bay-Bamboo-Co-100063534670413/?paipv=0&eav=AfblFZ3SduVYZzBcG2NHkawGKzJsG8COf958Z-Kv1zL_V9wxT94luFw_BrZVnwmKa_s&_rdr
home and garden,POSSESSION POINT WOODWORKING LLC,fine furniture and cabinetry,,http://possessionwood.com
home and garden,RAINY DAY FLORA LLC,garden design and installation,,https://www.rainydayflora.com
home and garden,WHIDBEY HOME WATCH LLC,home maintenance,,https://www.hwwhidbey.com
home and garden,ART OF SOIL LLC,landscape design,,http://www.artofsoil.com
home and garden,PACIFIC LANDSCAPES OF WHIDBEY INC.,landscape design,,https://www.pacificlandscapesofwhidbey.com
home and garden,"THE GROUNDS PROFESSIONALS, INC.",landscaping,,https://thegroundspro.com
home and garden,WATERS EDGE LANDSCAPES LLC,landscaping,,https://watersedgel.com/#home-1-section
home and garden,ROOTS LANDSCAPING & RESTORATION LLC,"landscaping, preservation and restoration services",,https://christine-tasseff.squarespace.com
home and garden,HEGGENES LAWN CARE LLC,lawn care,,https://heggeneslawncare.com
home and garden,A1-SOUTH ISLAND LOCK & KEY INC.,locksmith,,https://gowhidbey.wixsite.com/a1lock
home and garden,HONOLD'S ORNAMENTAL IRONWORK LLC,metal fabrication,"gates, railings, water features",https://www.modstudionw.com
home and garden,HEAVY METAL WORKS LLC,metal fabrication,metal fabricator and custom neon signs,http://www.heavymetalworks.com
home and garden,MONARCH METAL WORKS LLC,metal fabrication,metal works,https://www.monarchmetalworks.com
home and garden,"IWS, INC.",metal fabrication,"welding, custom, repairs",https://www.irishweldingservices.com
home and garden,"SOUTH WHIDBEY SELF STORAGE, LLC",moving and storage,storage,https://www.southwhidbeyselfstorage.com
home and garden,J. MICHELLE DESIGNS LLC,outdoor living design,,https://jmichelledesigns.com
home and garden,GOOD HEART HOMES LLC,property concierge services,,https://www.good-heart-homes.com
home and garden,WHIDBEY ROOF & GUTTER CLEANING INC,roof and gutter cleaning,,https://whidbeyroofandguttercleaning.com
home and garden,"WHIDBEY'S TOPSOIL, INC.2","soil, bark, gravel, firewood",,https://whidbeystopsoil.com/index.html
home and garden,"WHIDBEY SUN & WIND, LLC2","solar power, wind power",,http://www.whidbeysunwind.com
home and garden,HENRY TREE SERVICE LLC,tree service,,https://www.henry-tree.com
home and garden,LET THERE BE LIGHT SERVICES LLC,window and gutter cleaning,,https://lettherebelightservices.com
home and garden,HAGGLUND INDUSTRIES LLC,window cleaning,,https://hagglundww.com/#
home and garden,WHIDBEY HEATING & STOVES LLC,"wood fireplaces, sales and service",,https://www.whidbeystoves.com
lodging and destinations,CLINTON COMMUNITY HALL,event spaces,community hall,http://clintoncommunityhall.org/
lodging and destinations,"WIFIRE, INC.",event spaces,event spaces,https://www.facebook.com/WiFireCommunity/
lodging and destinations,"WHIDBEY EVENT RENTALS, LLC",event spaces,event supplies (rentals),https://whidbeyeventrentals.com
lodging and destinations,CAMPFIRE WHIDBEY LLC,event spaces,event venue and catering,https://www.campfirewhidbey.com
lodging and destinations,"THE WHIDBEY WAYFARER, LLC",event spaces,weddings,https://whidbeyislandwedding.com/Home.html
